bins	taxon	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy
MAXBIN__001	Unknown	829232	6	495205	38.74976166363516	0.0	0.0
MAXBIN__002	Unknown	1363686	7	716076	38.82929714926407	88.73239436619718	2.816901408450704
MAXBIN__003	Unknown	2167915	6	635586	34.124423855106016	80.28169014084507	32.394366197183096
MAXBIN__004	Unknown	2511408	15	700864	31.81865388592523	98.59154929577464	54.929577464788736
MAXBIN__005	Unknown	2901569	44	195667	39.656584103401066	85.91549295774648	12.67605633802817
MAXBIN__006	Unknown	1955429	59	80847	40.09788406113646	42.25352112676056	7.042253521126761
MAXBIN__007	Unknown	3065377	14	357987	54.825220275656015	90.14084507042253	7.042253521126761
MAXBIN__008	Unknown	1119559	44	41320	31.704390845902218	0.0	0.0
MAXBIN__009	Unknown	4030020	45	203295	43.097399547219304	84.50704225352112	2.816901408450704
MAXBIN__010	Unknown	4113101	26	1031277	41.586908845353555	100.0	12.67605633802817
MAXBIN__011	Unknown	4182916	17	670167	51.88962789070547	92.95774647887323	23.943661971830984
MAXBIN__012	Unknown	1683186	112	23190	41.80897376760903	0.0	0.0
MAXBIN__013	Unknown	2355045	19	381590	48.53666029827761	30.985915492957748	11.267605633802816
MAXBIN__014	Unknown	4911157	119	58655	45.70536178361732	40.84507042253521	11.267605633802816
MAXBIN__015	Unknown	3163588	54	89427	47.43316064579402	78.87323943661971	21.12676056338028
MAXBIN__016	Unknown	3247069	35	152970	55.811282522100925	88.73239436619718	43.66197183098591
MAXBIN__017	Unknown	3083165	6	1930908	50.69746934632907	80.28169014084507	16.901408450704224
MAXBIN__018	Unknown	2175106	12	2059805	27.79127039378065	90.14084507042253	7.042253521126761
MAXBIN__019	Unknown	2233849	18	150278	54.60381499243587	78.87323943661971	54.929577464788736
MAXBIN__020	Unknown	1894462	24	106721	55.433908282897825	23.943661971830984	15.492957746478874
MAXBIN__021	Unknown	3623381	46	2043046	52.12459032943095	100.0	18.309859154929576
MAXBIN__022	Unknown	916660	41	33888	63.61913336334627	0.0	0.0
MAXBIN__023	Unknown	129249	3	85339	28.323728452767355	0.0	0.0
MAXBIN__024	Unknown	5061585	53	261223	42.37797240494739	66.19718309859155	16.901408450704224
MAXBIN__025	Unknown	1956168	42	102439	45.80939943811643	0.0	0.0
MAXBIN__026	Unknown	4082098	30	179590	43.523777631935104	81.69014084507042	8.450704225352112
MAXBIN__027	Unknown	1582781	50	61701	56.55733608509864	0.0	0.0
MAXBIN__028	Unknown	898828	11	276659	31.4220051760929	66.19718309859155	9.859154929577464
MAXBIN__029	Unknown	2862333	36	360486	31.232151107826667	91.54929577464789	29.577464788732396
MAXBIN__030	Unknown	3102322	27	301733	47.08889707595422	84.50704225352112	7.042253521126761
MAXBIN__031	Unknown	2923036	39	117898	50.67158796407486	63.38028169014085	12.67605633802817
MAXBIN__032	Unknown	416773	10	58926	49.84154323649559	0.0	0.0
MAXBIN__033	Unknown	1824116	56	68295	50.66871775571854	0.0	0.0
MAXBIN__034	Unknown	3789595	72	87957	26.110899171369788	49.29577464788732	60.563380281690144
MAXBIN__035	Unknown	1892698	43	65429	32.162004073982416	67.6056338028169	14.084507042253522
MAXBIN__036	Unknown	2898035	12	2327014	57.58571369382782	92.95774647887323	1.408450704225352
MAXBIN__037	Unknown	4890257	4	4792168	36.71475112492354	100.0	1.408450704225352
MAXBIN__038	Unknown	2437217	16	321652	55.45579750018636	76.05633802816901	29.577464788732396
MAXBIN__039	Unknown	2518791	180	23685	65.12953135680607	30.985915492957748	36.61971830985915
MAXBIN__040	Unknown	316036	12	36829	56.46465656609227	38.028169014084504	5.633802816901408
MAXBIN__041	Unknown	3277407	19	298850	47.32283395335975	94.36619718309859	9.859154929577464
MAXBIN__042	Unknown	3393979	16	699435	42.104204888215484	97.1830985915493	57.74647887323944
MAXBIN__043	Unknown	2526909	20	172987	50.578534919692565	69.01408450704226	12.67605633802817
MAXBIN__044	Unknown	2330872	9	1204959	57.00716454219392	85.91549295774648	8.450704225352112
MAXBIN__045	Unknown	1784458	36	70278	51.860989955676075	28.169014084507044	4.225352112676056
